Hora;Anemometro;Pluviometro;Veleta;temperatura;Humedad;Particulas;gas;presion;UV;dB
2:42;0.0;0;NO;24.0;53.4;0.5;681.6;992.2;0;27.2
2:44;0.0;0;NO;24.0;53.4;0.5;684.1;992.1;0;28.6
2:46;0.0;0;NO;24.0;53.4;0.5;679.0;992.0;0;28.1
2:48;0.0;0;NO;24.0;53.4;0.5;681.6;992.0;0;27.6
2:50;0.0;0;NO;24.0;53.4;0.5;686.6;992.0;0;28.7
2:52;0.0;0;NO;24.0;53.4;0.5;694.2;991.9;0;29.0
2:54;0.0;0;NO;24.0;53.4;0.5;681.6;991.9;0;27.3
2:56;0.0;0;NO;24.0;53.4;0.5;684.1;991.8;0;27.7
2:58;0.0;0;NO;24.0;53.4;0.5;691.7;991.8;0;26.9
3:0;0.0;0;NO;24.0;53.4;0.5;686.6;991.7;0;27.7
3:2;0.0;0;NO;24.0;53.4;0.5;686.6;991.7;0;35.0
3:4;0.0;0;NO;24.0;53.3;0.5;679.0;991.7;0;29.1
3:6;0.0;0;NO;24.0;53.3;0.5;674.0;991.6;0;28.0
3:8;0.0;0;NO;24.0;53.3;0.5;664.1;991.6;0;28.6
3:10;0.0;0;NO;24.0;53.3;0.5;664.1;991.6;0;27.5
3:12;0.0;0;NO;24.0;53.3;0.5;654.3;991.6;0;27.1
3:14;0.0;0;NO;24.0;53.3;0.5;654.3;991.6;0;27.9
3:16;0.0;0;NO;24.0;53.3;0.5;649.5;991.5;0;32.0
3:18;0.0;0;NO;24.0;53.3;0.5;639.9;991.5;0;28.2
3:20;0.0;0;NO;24.0;53.3;0.5;635.1;991.5;0;27.6
3:22;0.0;0;NO;24.0;53.3;0.5;639.9;991.4;0;27.1
3:24;0.0;0;NO;24.0;53.3;0.5;625.6;991.5;0;29.2
3:26;0.0;0;NO;24.0;53.3;0.5;628.0;991.4;0;27.6
3:28;0.0;0;NO;24.0;53.3;0.5;623.3;991.3;0;29.1
3:30;0.0;0;NO;24.0;53.3;0.5;625.6;991.3;0;27.5
3:32;0.0;0;NO;24.0;53.3;0.5;623.3;991.2;0;27.8
3:34;0.0;0;NO;24.0;53.3;0.5;621.0;991.1;0;27.5
3:36;0.0;0;NO;24.0;53.3;0.5;623.3;991.1;0;27.2
3:38;0.0;0;NO;24.0;53.3;0.5;618.6;991.0;0;27.7
3:40;0.0;0;NO;23.9;53.3;0.5;611.7;990.9;0;28.9
3:42;0.0;0;NO;24.0;53.3;0.5;616.3;990.8;0;28.9
3:44;0.0;0;NO;24.0;53.3;0.5;614.0;990.8;0;27.0
3:46;0.0;0;NO;24.0;53.3;0.5;607.1;990.8;0;27.4
3:48;0.0;0;NO;23.9;53.4;0.5;609.4;990.8;0;27.5
3:50;0.0;0;NO;23.9;53.4;0.5;614.0;990.7;0;27.4
3:52;0.0;0;NO;23.9;53.4;0.5;607.1;990.7;0;26.9
3:54;0.0;0;NO;23.9;53.4;0.5;607.1;990.6;0;27.6
3:56;0.0;0;NO;23.9;53.4;0.5;600.2;990.6;0;27.9
3:58;0.0;0;NO;23.9;53.4;0.5;598.0;990.5;0;28.6
4:0;0.0;0;NO;23.9;53.4;0.5;602.5;990.5;0;27.7
4:2;0.0;0;NO;23.9;53.5;0.5;604.8;990.4;0;28.8
4:4;0.0;0;NO;23.9;53.5;0.5;607.1;990.4;0;27.7
4:6;0.0;0;NO;23.9;53.5;0.5;602.5;990.3;0;28.8
4:8;0.0;0;NO;23.9;53.5;0.5;604.8;990.3;0;27.6
4:10;0.0;0;NO;23.9;53.5;0.5;600.2;990.4;0;27.7
4:12;0.0;0;NO;23.9;53.5;0.5;600.2;990.3;0;26.9
4:14;0.0;0;NO;23.9;53.5;0.5;598.0;990.3;0;27.3
4:16;0.0;0;NO;23.9;53.5;0.5;600.2;990.3;0;28.4
4:18;0.0;0;NO;23.9;53.5;0.5;600.2;990.3;0;28.8
4:20;0.0;0;NO;23.9;53.6;0.5;591.2;990.3;0;29.2
4:22;0.0;0;NO;23.9;53.5;0.5;600.2;990.2;0;27.7
4:24;0.0;0;NO;23.9;53.6;0.5;616.3;990.2;0;27.1
4:26;0.0;0;NO;23.9;53.6;0.5;607.1;990.1;0;27.7
4:28;0.0;0;NO;23.9;53.6;0.5;607.1;990.0;0;27.7
4:30;0.0;0;NO;23.9;53.6;0.5;611.7;990.0;0;27.8
4:32;0.0;0;NO;23.8;53.6;0.5;607.1;989.9;0;27.6
4:34;0.0;0;NO;23.9;53.6;0.5;598.0;989.8;0;26.8
4:36;0.0;0;NO;23.9;53.6;0.5;595.7;989.8;0;28.6
4:38;0.0;0;NO;23.8;53.6;0.5;598.0;989.8;0;27.2
4:40;0.0;0;NO;23.8;53.6;0.5;598.0;989.8;0;29.2
4:42;0.0;0;NO;23.8;53.6;0.5;591.2;989.8;0;27.7
4:44;0.0;0;NO;23.8;53.6;0.5;595.7;989.8;0;27.6
4:46;0.0;0;NO;23.8;53.7;0.5;589.0;989.8;0;29.1
4:48;0.0;0;NO;23.8;53.7;0.5;586.7;989.8;0;29.4
4:50;0.0;0;NO;23.8;53.7;0.5;591.2;989.8;0;27.9
4:52;0.0;0;NO;23.8;53.7;0.5;582.3;989.7;0;27.1
4:54;0.0;0;NO;23.8;53.7;0.5;584.5;989.7;0;28.0
4:56;0.0;0;NO;23.8;53.7;0.5;609.4;989.7;0;28.2
4:58;0.0;0;NO;23.8;53.7;0.5;611.7;989.7;0;27.8
5:0;0.0;0;NO;23.8;53.8;0.5;604.8;989.7;0;28.8
5:2;0.0;0;NO;23.8;53.7;0.5;607.1;989.6;0;36.3
5:4;0.0;0;NO;23.7;53.8;0.5;602.5;989.7;0;27.5
5:6;0.0;0;NO;23.8;53.8;0.5;602.5;989.7;0;27.9
5:8;0.0;0;NO;23.7;53.8;0.5;598.0;989.7;0;27.8
5:10;0.0;0;NO;23.7;53.8;0.5;600.2;989.7;0;28.3
5:12;0.0;0;NO;23.7;53.8;0.5;591.2;989.7;0;27.5
5:14;0.0;0;NO;23.7;53.9;0.5;598.0;989.7;0;28.0
5:16;0.0;0;NO;23.7;53.8;0.5;598.0;989.6;0;26.9
5:18;0.0;0;NO;23.7;53.9;0.5;598.0;989.7;0;27.3
5:20;0.0;0;NO;23.7;53.9;0.5;595.7;989.6;0;27.7
5:22;0.0;0;NO;23.7;53.8;0.5;589.0;989.6;0;29.7
5:24;0.0;0;NO;23.7;53.8;0.5;589.0;989.5;0;28.8
5:26;0.0;0;NO;23.7;53.9;0.5;589.0;989.5;0;27.3
5:28;0.0;0;NO;23.7;53.8;0.5;591.2;989.5;0;27.9
5:30;0.0;0;NO;23.7;53.9;0.5;591.2;989.5;0;29.2
5:32;0.0;0;NO;23.7;53.9;0.5;589.0;989.5;0;28.3
5:34;0.0;0;NO;23.7;53.9;0.5;591.2;989.5;0;29.0
5:36;0.0;0;NO;23.7;53.9;0.5;582.3;989.5;0;27.6
5:38;0.0;0;NO;23.7;53.9;0.5;589.0;989.5;0;28.5
5:40;0.0;0;NO;23.7;53.9;0.5;586.7;989.6;0;28.0
5:42;0.0;0;NO;23.7;53.9;0.5;586.7;989.6;0;27.8
5:44;0.0;0;NO;23.7;53.9;0.5;582.3;989.6;0;27.7
5:46;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;27.4
5:48;0.0;0;NO;23.7;53.9;0.5;586.7;989.6;0;28.3
5:50;0.0;0;NO;23.7;53.9;0.5;595.7;989.6;0;27.5
5:52;0.0;0;NO;23.7;54.0;0.5;586.7;989.6;0;27.9
5:54;0.0;0;NO;23.6;53.9;0.5;586.7;989.6;0;28.1
5:56;0.0;0;NO;23.6;54.0;0.5;586.7;989.6;0;28.1
5:58;0.0;0;NO;23.7;53.9;0.5;584.5;989.6;0;27.7
6:0;0.0;0;NO;23.6;54.0;0.5;584.5;989.5;0;27.5
6:2;0.0;0;NO;23.6;54.0;0.5;586.7;989.5;0;28.1
6:4;0.0;0;NO;23.6;54.0;0.5;582.3;989.5;0;35.6
6:6;0.0;0;NO;23.6;53.9;0.5;584.5;989.5;0;29.0
6:8;0.0;0;NO;23.6;53.9;0.5;586.7;989.5;0;28.3
6:10;0.0;0;NO;23.6;54.0;0.5;586.7;989.5;0;28.8
6:12;0.0;0;NO;23.6;53.9;0.5;586.7;989.6;0;28.3
6:14;0.0;0;NO;23.6;54.0;0.5;586.7;989.6;0;27.3
6:16;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;27.4
6:18;0.0;0;NO;23.6;54.0;0.5;586.7;989.7;0;28.6
6:20;0.0;0;NO;23.6;53.9;0.5;589.0;989.6;0;27.5
6:22;0.0;0;NO;23.6;53.9;0.5;584.5;989.6;0;27.4
6:24;0.0;0;NO;23.6;53.9;0.5;595.7;989.6;0;27.6
6:26;0.0;0;NO;23.7;53.9;0.5;598.0;989.6;0;27.9
6:28;0.0;0;NO;23.7;53.9;0.5;593.5;989.5;0;27.9
6:30;0.0;0;NO;23.7;53.9;0.5;598.0;989.5;0;28.1
6:32;0.0;0;NO;23.6;53.9;0.5;591.2;989.6;0;27.9
6:34;0.0;0;NO;23.7;53.9;0.5;598.0;989.6;0;28.8
6:36;0.0;0;NO;23.7;53.9;0.5;595.7;989.5;0;27.7
6:38;0.0;0;NO;23.6;53.9;0.5;591.2;989.5;0;29.2
6:40;0.0;0;NO;23.7;53.9;0.5;593.5;989.6;0;27.5
6:42;0.0;0;NO;23.7;54.0;0.5;589.0;989.5;0;28.8
6:44;0.0;0;NO;23.7;53.9;0.5;598.0;989.5;0;28.3
6:46;0.0;0;NO;23.7;53.9;0.5;595.7;989.4;0;29.0
6:48;0.0;0;NO;23.7;53.9;0.5;591.2;989.4;0;28.5
6:50;0.0;0;NO;23.7;53.9;0.5;591.2;989.5;0;29.1
6:52;0.0;0;NO;23.7;53.9;0.5;595.7;989.5;0;27.6
6:54;0.0;0;NO;23.7;53.9;0.5;595.7;989.6;0;27.7
6:56;0.0;0;NO;23.7;53.9;0.5;598.0;989.6;0;28.0
6:58;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;28.3
7:0;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;28.8
7:2;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;28.1
7:4;0.0;0;NO;23.7;53.9;0.5;600.2;989.6;0;28.9
7:6;0.0;0;NO;23.7;53.9;0.5;591.2;989.6;0;28.1
7:8;0.0;0;NO;23.7;53.9;0.5;598.0;989.5;0;28.1
7:10;0.0;0;NO;23.7;53.9;0.5;602.5;989.6;0;28.1
7:12;0.0;0;NO;23.8;53.8;0.5;595.7;989.5;0;28.1
7:14;0.0;0;NO;23.7;53.8;0.5;600.2;989.5;0;27.6
7:16;0.0;0;NO;23.8;53.8;0.5;589.0;989.5;0;31.0
7:18;0.0;0;NO;23.8;53.8;0.5;591.2;989.5;0;29.4
7:20;0.0;0;NO;23.8;53.8;0.5;598.0;989.5;0;27.4
7:22;0.0;0;NO;23.8;53.8;0.5;591.2;989.5;0;28.0
7:24;0.0;0;NO;23.8;53.8;0.5;591.2;989.5;0;27.7
7:26;0.0;0;NO;23.8;53.8;0.5;591.2;989.5;0;28.0
7:28;0.0;0;NO;23.8;53.8;0.5;589.0;989.4;0;28.2
7:30;0.0;0;NO;23.8;53.8;0.5;591.2;989.5;0;28.3
7:32;0.0;0;NO;23.8;53.8;0.5;600.2;989.5;0;27.4
7:34;0.0;0;NO;23.8;53.8;0.5;600.2;989.5;0;28.6
7:36;0.0;0;NO;23.8;53.8;0.5;595.7;989.5;0;27.8
7:38;0.0;0;NO;23.8;53.8;0.5;591.2;989.6;0;28.5
7:40;0.0;0;NO;23.8;53.8;0.5;595.7;989.6;0;27.6
7:42;0.0;0;NO;23.8;53.8;0.5;600.2;989.6;0;27.5
7:44;0.0;0;NO;23.8;53.8;0.5;598.0;989.6;0;27.4
7:46;0.0;0;NO;23.8;53.8;0.5;600.2;989.6;0;27.4
7:48;0.0;0;NO;23.8;53.8;0.5;591.2;989.6;0;27.1
7:50;0.0;0;NO;23.9;53.7;0.5;595.7;989.7;0;28.0
7:52;0.0;0;NO;23.9;53.7;0.5;591.2;989.7;0;28.6
7:54;0.0;0;NO;23.9;53.7;0.5;589.0;989.6;0;27.5
7:56;0.0;0;NO;23.9;53.7;0.5;595.7;989.7;0;27.8
7:58;0.0;0;NO;23.9;53.7;0.5;591.2;989.8;0;27.7
8:0;0.0;0;NO;23.9;53.7;0.5;595.7;989.8;0;28.8
8:2;0.0;0;NO;23.9;53.7;0.5;589.0;989.8;0;27.9
8:4;0.0;0;NO;23.9;53.7;0.5;591.2;989.7;0;27.6
8:6;0.0;0;NO;23.9;53.7;0.5;586.7;989.8;0;28.1
8:8;0.0;0;NO;23.9;53.7;0.5;591.2;989.8;0;33.6
8:10;0.0;0;NO;23.9;53.7;0.5;591.2;989.8;0;28.4
8:12;0.0;0;NO;23.9;53.7;0.5;584.5;989.8;0;28.4
8:14;0.0;0;NO;23.9;53.7;0.5;586.7;989.7;0;30.6
8:16;0.0;0;NO;23.9;53.6;0.5;584.5;989.6;0;29.2
8:18;0.0;0;NO;24.0;53.6;0.5;577.9;989.7;0;29.0
8:20;0.0;0;NO;23.9;53.5;0.5;577.9;989.6;0;27.8
8:22;0.0;0;NO;24.0;53.5;0.5;571.3;989.6;0;29.0
8:24;0.0;0;NO;24.0;53.5;0.5;564.8;989.5;0;29.8
8:26;0.0;0;NO;24.0;53.4;0.5;564.8;989.5;0;29.5
8:28;0.0;0;NO;24.0;53.4;0.5;564.8;989.6;0;28.4
8:30;0.0;0;NO;24.0;53.4;0.5;560.5;989.6;0;30.9
8:32;0.0;0;NO;24.0;53.4;0.5;562.6;989.6;0;29.2
8:34;0.0;0;NO;24.0;53.3;0.5;562.6;989.6;0;28.9
8:36;0.0;0;NO;24.0;53.4;0.5;556.2;989.7;0;30.7
8:38;0.0;0;NO;24.0;53.3;0.5;554.0;989.6;0;28.2
8:40;0.0;0;NO;24.0;53.3;0.5;545.6;989.5;0;28.9
8:42;0.0;0;NO;24.0;53.3;0.5;545.6;989.5;0;30.8
8:44;0.0;0;NO;24.0;53.3;0.5;549.8;989.4;0;29.2
8:46;0.0;0;NO;24.0;53.2;0.5;547.7;989.4;0;27.9
8:48;0.0;0;NO;24.0;53.2;0.5;543.5;989.4;0;30.1
8:50;0.0;0;NO;24.0;53.2;0.5;545.6;989.4;0;33.3
8:52;0.0;0;NO;24.0;53.2;0.5;547.7;989.4;0;29.4
8:54;0.0;0;NO;24.0;53.2;0.5;545.6;989.4;0;31.9
8:56;0.0;0;NO;24.0;53.2;0.5;549.8;989.5;0;33.6
8:58;0.0;0;NO;24.0;53.3;0.5;541.4;989.5;0;30.2
9:0;0.0;0;NO;24.0;53.3;0.5;545.6;989.5;0;29.1
9:2;0.0;0;NO;24.1;53.2;0.5;545.6;989.6;0;54.4
9:4;0.0;0;NO;24.0;53.3;0.5;551.9;989.7;0;41.5
9:6;0.0;0;NO;24.1;53.5;0.5;554.0;989.7;0;53.6
9:8;0.0;0;NO;24.1;53.5;0.5;549.8;989.6;0;43.0
9:10;0.0;0;NO;24.1;53.5;0.5;547.7;989.6;0;29.8
9:12;0.0;0;NO;24.1;53.4;0.5;554.0;989.6;0;28.9
9:14;0.0;0;NO;24.1;53.4;0.5;551.9;989.6;0;28.2
9:16;0.0;0;NO;24.1;53.4;0.5;560.5;989.6;0;30.3
9:18;0.0;0;NO;24.1;53.4;0.5;558.3;989.6;0;29.6
9:20;0.0;0;NO;24.1;53.4;0.5;556.2;989.6;0;31.2
9:22;0.0;0;NO;24.2;53.4;0.5;556.2;989.5;0;28.4
9:24;0.0;0;NO;24.1;53.4;0.5;554.0;989.3;0;28.0
9:26;0.0;0;NO;24.1;53.4;0.5;556.2;989.3;0;28.9
9:28;0.0;0;NO;24.2;53.4;0.5;558.3;989.3;0;28.7
9:30;0.0;0;NO;24.2;53.4;0.5;562.6;989.3;0;28.4
9:32;0.0;0;NO;24.2;53.4;0.5;560.5;989.3;0;29.7
9:34;0.0;0;NO;24.2;53.4;0.5;558.3;989.3;0;29.1
9:36;0.0;0;NO;24.2;53.4;0.5;560.5;989.2;0;28.6
9:38;0.0;0;NO;24.2;53.4;0.5;564.8;989.1;0;29.0
9:40;0.0;0;NO;24.2;53.4;0.5;562.6;989.1;0;27.9
9:42;0.0;0;NO;24.2;53.4;0.5;556.2;989.1;0;29.6
9:44;0.0;0;NO;24.2;53.4;0.5;560.5;989.1;0;28.7
9:46;0.0;0;NO;24.2;53.4;0.5;560.5;989.1;0;28.5
9:48;0.0;0;NO;24.2;53.4;0.5;562.6;989.1;0;28.2
9:50;0.0;0;NO;24.2;53.4;0.5;566.9;989.1;0;30.2
9:52;0.0;0;NO;24.2;53.4;0.5;560.5;989.0;0;29.2
9:54;0.0;0;NO;24.2;53.3;0.5;564.8;988.9;0;28.7
9:56;0.0;0;NO;24.2;53.4;0.5;558.3;989.0;0;29.1
9:58;0.0;0;NO;24.2;53.3;0.5;566.9;989.0;0;28.8
10:0;0.0;0;NO;24.2;53.3;0.5;564.8;989.0;0;30.2
10:2;0.0;0;NO;24.2;53.3;0.5;556.2;989.1;0;28.8
10:4;0.0;0;NO;24.2;53.3;0.5;569.1;989.0;0;29.5
10:6;0.0;0;NO;24.2;53.3;0.5;566.9;989.1;0;28.5
10:8;0.0;0;NO;24.3;53.3;0.5;569.1;989.0;0;29.4
10:10;0.0;0;NO;24.2;53.4;0.5;577.9;989.0;0;29.6
10:12;0.0;0;NO;24.2;53.3;0.5;584.5;989.1;0;28.5
10:14;0.0;0;NO;24.3;53.3;0.5;573.5;989.1;0;28.2
10:16;0.0;0;NO;24.3;53.3;0.5;580.1;989.1;0;30.2
10:18;0.0;0;NO;24.3;53.3;0.5;586.7;989.1;0;28.2
10:20;0.0;0;NO;24.3;53.3;0.5;589.0;989.0;0;29.3
10:22;0.0;0;NO;24.3;53.3;0.5;595.7;988.9;0;28.1
10:24;0.0;0;NO;24.3;53.3;0.5;595.7;988.9;0;28.7
10:26;0.0;0;NO;24.3;53.3;0.5;586.7;988.9;0;32.4
10:28;0.0;0;NO;24.3;53.3;0.5;595.7;988.8;0;28.3
10:30;0.0;0;NO;24.3;53.3;0.5;593.5;988.8;0;28.9
10:32;0.0;0;NO;24.3;53.3;0.5;600.2;988.8;0;27.9
10:34;0.0;0;NO;24.3;53.3;0.5;591.2;988.7;0;28.2
10:36;0.0;0;NO;24.3;53.3;0.5;602.5;988.6;0;27.9
10:38;0.0;0;NO;24.3;53.3;0.5;604.8;988.7;0;28.0
10:40;0.0;0;NO;24.3;53.3;0.5;595.7;988.7;0;27.5
10:42;0.0;0;NO;24.3;53.3;0.5;602.5;988.7;0;27.6
10:44;0.0;0;NO;24.3;53.3;0.5;604.8;988.8;0;28.7
10:46;0.0;0;NO;24.3;53.2;0.5;598.0;989.0;0;28.6
10:48;0.0;0;NO;24.3;53.2;0.5;600.2;989.1;0;27.3
10:50;0.0;0;NO;24.3;53.2;0.5;604.8;989.1;0;28.0
10:52;0.0;0;NO;24.3;53.3;0.5;598.0;989.1;0;27.8
10:54;0.0;0;NO;24.3;53.2;0.5;600.2;989.2;0;27.5
10:56;0.0;0;NO;24.3;53.2;0.5;607.1;989.3;0;27.2
10:58;0.0;0;NO;24.3;53.2;0.5;602.5;989.4;0;28.4
11:0;0.0;0;NO;24.4;53.2;0.5;604.8;989.4;0;27.1
11:2;0.0;0;NO;24.3;53.2;0.5;602.5;989.4;0;27.9
11:4;0.0;0;NO;24.3;53.3;0.5;595.7;989.5;0;27.0
11:6;0.0;0;NO;24.3;53.2;0.5;602.5;989.6;0;27.5
11:8;0.0;0;NO;24.3;53.2;0.5;598.0;989.6;0;27.5
11:10;0.0;0;NO;24.3;53.2;0.5;598.0;989.6;0;27.1
11:12;0.0;0;NO;24.3;53.3;0.5;600.2;989.6;0;27.4
11:14;0.0;0;NO;24.3;53.3;0.5;604.8;989.6;0;27.4
11:16;0.0;0;NO;24.3;53.3;0.5;595.7;989.6;0;27.4
11:18;0.0;0;NO;24.3;53.3;0.5;593.5;989.6;0;33.1
11:20;0.0;0;NO;24.3;53.3;0.5;604.8;989.6;0;27.4
11:22;0.0;0;NO;24.3;53.3;0.5;602.5;989.5;0;27.3
11:24;0.0;0;NO;24.2;53.4;0.5;598.0;989.6;0;28.0
11:26;0.0;0;NO;24.2;53.3;0.5;600.2;989.5;0;27.9
11:28;0.0;0;NO;24.2;53.3;0.5;591.2;989.5;0;27.5
11:30;0.0;0;NO;24.2;53.3;0.5;600.2;989.5;0;27.6
11:32;0.0;0;NO;24.2;53.4;0.5;595.7;989.5;0;27.1
11:34;0.0;0;NO;24.2;53.4;0.5;598.0;989.6;0;28.4
11:36;0.0;0;NO;24.2;53.4;0.5;600.2;989.6;0;27.3
11:38;0.0;0;NO;24.2;53.4;0.5;598.0;989.6;0;28.0
11:40;0.0;0;NO;24.2;53.4;0.5;591.2;989.5;0;27.7
11:42;0.0;0;NO;24.2;53.4;0.5;600.2;989.5;0;27.3
11:44;0.0;0;NO;24.2;53.4;0.5;598.0;989.4;0;28.0
11:46;0.0;0;NO;24.2;53.5;0.5;602.5;989.4;0;27.9
11:48;0.0;0;NO;24.2;53.4;0.5;595.7;989.4;0;26.8
11:50;0.0;0;NO;24.2;53.5;0.5;598.0;989.5;0;27.2
11:52;0.0;0;NO;24.2;53.5;0.5;595.7;989.4;0;26.8
11:54;0.0;0;NO;24.1;53.5;0.5;604.8;989.4;0;27.4
11:56;0.0;0;NO;24.1;53.5;0.5;598.0;989.4;0;27.2
11:58;0.0;0;NO;24.1;53.5;0.5;595.7;989.4;0;27.2
12:0;0.0;0;NO;24.1;53.5;0.5;591.2;989.5;0;28.4
12:2;0.0;0;NO;24.1;53.6;0.5;602.5;989.5;0;27.1
12:4;0.0;0;NO;24.1;53.6;0.5;598.0;989.5;0;27.0
12:6;0.0;0;NO;24.1;53.6;0.5;598.0;989.4;0;27.7
12:8;0.0;0;NO;24.1;53.6;0.5;595.7;989.4;0;27.4
12:10;0.0;0;NO;24.1;53.6;0.5;607.1;989.4;0;29.6
12:12;0.0;0;NO;24.1;53.6;0.5;593.5;989.5;0;29.0
12:14;0.0;0;NO;24.1;53.6;0.5;602.5;989.4;0;27.6
12:16;0.0;0;NO;24.1;53.6;0.5;600.2;989.4;0;29.8
12:18;0.0;0;NO;24.0;53.7;0.5;600.2;989.4;0;27.2
12:20;0.0;0;NO;24.1;53.7;0.5;591.2;989.3;0;28.0
12:22;0.0;0;NO;24.0;53.7;0.5;591.2;989.3;0;28.9
12:24;0.0;0;NO;24.0;53.7;0.5;598.0;989.3;0;28.5
12:26;0.0;0;NO;24.0;53.7;0.5;602.5;989.3;0;29.0
12:28;0.0;0;NO;24.0;53.7;0.5;589.0;989.3;0;29.7
12:30;0.0;0;NO;24.0;53.7;0.5;602.5;989.3;0;28.1
12:32;0.0;0;NO;24.0;53.7;0.5;595.7;989.2;0;28.7
12:34;0.0;0;NO;24.0;53.7;0.5;600.2;989.2;0;27.0
12:36;0.0;0;NO;24.0;53.8;0.5;598.0;989.1;0;28.2
12:38;0.0;0;NO;24.0;53.8;0.5;604.8;989.1;0;27.2
12:40;0.0;0;NO;23.9;53.9;0.5;589.0;989.0;0;26.8
12:42;0.0;0;NO;23.9;53.9;0.5;595.7;989.0;0;28.0
12:44;0.0;0;NO;23.9;53.9;0.5;595.7;988.9;0;28.1
12:46;0.0;0;NO;23.9;53.9;0.5;598.0;988.9;0;27.8
12:48;0.0;0;NO;23.9;53.9;0.5;598.0;988.9;0;28.2
12:50;0.0;0;NO;23.9;53.9;0.5;598.0;989.0;0;29.7
12:52;0.0;0;NO;23.9;54.0;0.5;600.2;989.1;0;27.9
12:54;0.0;0;NO;23.9;53.9;0.5;595.7;989.1;0;27.4
12:56;0.0;0;NO;23.9;54.0;0.5;598.0;989.2;0;28.4
12:58;0.0;0;NO;23.9;54.0;0.5;602.5;989.1;0;27.4
13:0;0.0;0;NO;23.9;54.0;0.5;600.2;989.1;0;28.4
13:2;0.0;0;NO;23.8;54.0;0.5;595.7;989.2;0;27.5
13:4;0.0;0;NO;23.8;54.0;0.5;595.7;989.1;0;39.6
13:6;0.0;0;NO;23.9;54.1;0.5;591.2;989.1;0;28.3
13:8;0.0;0;NO;23.8;54.1;0.5;598.0;989.1;0;27.5
13:10;0.0;0;NO;23.8;54.0;0.5;589.0;989.1;0;28.3
13:12;0.0;0;NO;23.8;54.1;0.5;598.0;989.1;0;28.8
13:14;0.0;0;NO;23.8;54.1;0.5;598.0;989.1;0;27.9
13:16;0.0;0;NO;23.8;54.1;0.5;591.2;989.2;0;27.5
13:18;0.0;0;NO;23.8;54.1;0.5;589.0;989.2;0;27.5
13:20;0.0;0;NO;23.8;54.1;0.5;600.2;989.0;0;27.9
13:22;0.0;0;NO;23.8;54.1;0.5;589.0;989.0;0;27.5
13:24;0.0;0;NO;23.8;54.1;0.5;595.7;988.9;0;28.1
13:26;0.0;0;NO;23.7;54.1;0.5;600.2;988.9;0;30.4
13:28;0.0;0;NO;23.8;54.1;0.5;586.7;988.9;0;35.0
13:30;0.0;0;NO;23.7;54.1;0.5;586.7;988.9;0;30.6
13:32;0.0;0;NO;23.7;54.2;0.5;591.2;988.9;0;30.6
13:34;0.0;0;NO;23.7;54.3;0.5;595.7;989.0;0;29.4
13:36;0.0;0;NO;23.8;54.4;0.5;602.5;989.0;0;29.2
13:38;0.0;0;NO;23.8;54.4;0.5;595.7;989.0;0;29.4
13:40;0.0;0;NO;23.8;54.5;0.5;595.7;988.9;0;28.5
13:42;0.0;0;NO;23.8;54.4;0.5;600.2;988.9;0;29.0
13:44;0.0;0;NO;23.8;54.5;0.5;600.2;988.9;0;27.4
13:46;0.0;0;NO;23.8;54.5;0.5;598.0;988.9;0;29.2
13:48;0.0;0;NO;23.8;54.5;0.5;602.5;989.0;0;27.6
13:50;0.0;0;NO;23.8;54.8;0.5;595.7;989.0;0;27.7
13:52;0.0;0;NO;23.8;54.7;0.5;609.4;988.9;0;27.2
13:54;0.0;0;NO;23.8;54.8;0.5;602.5;988.9;0;27.1
13:56;0.0;0;NO;23.8;54.9;0.5;604.8;988.9;0;29.4
13:58;0.0;0;NO;23.8;54.9;0.5;607.1;988.8;0;26.9
14:0;0.0;0;NO;23.8;55.0;0.5;604.8;988.8;0;27.2
14:2;0.0;0;NO;23.8;54.8;0.5;607.1;988.7;0;28.5
14:4;0.0;0;NO;23.8;54.8;0.5;602.5;988.7;0;27.6
14:6;0.0;0;NO;23.8;54.8;0.5;607.1;988.6;0;27.1
14:8;0.0;0;NO;23.8;54.8;0.5;614.0;988.6;0;27.7
14:10;0.0;0;NO;23.8;54.9;0.5;609.4;988.6;0;27.8
14:12;0.0;0;NO;23.8;54.9;0.5;604.8;988.8;0;27.4
14:14;0.0;0;NO;23.7;55.0;0.5;618.6;988.7;0;27.3
14:16;0.0;0;NO;23.7;55.1;0.5;618.6;988.7;0;28.4
14:18;0.0;0;NO;23.7;55.1;0.5;623.3;988.7;0;27.8
14:20;0.0;0;NO;23.7;55.1;0.5;628.0;988.7;0;28.2
14:22;0.0;0;NO;23.7;55.2;0.5;623.3;988.7;0;27.5
14:24;0.0;0;NO;23.7;55.2;0.5;632.7;988.7;0;27.8
14:26;0.0;0;NO;23.7;55.2;0.5;623.3;988.7;0;27.7
14:28;0.0;0;NO;23.7;55.3;0.5;628.0;988.7;0;27.2
14:30;0.0;0;NO;23.7;55.3;0.5;628.0;988.7;0;28.2
14:32;0.0;0;NO;23.6;55.4;0.5;635.1;988.7;0;27.5
14:34;0.0;0;NO;23.7;55.4;0.5;635.1;988.6;0;27.2
